Point,Zone,Probe,DAS,Date,depth_5,depth_15,depth_25,depth_35,depth_45,depth_55,depth_65,depth_75,depth_85,Neutron_depth_5,Neutron_depth_15,Neutron_depth_25,Neutron_depth_35,Neutron_depth_45,Neutron_depth_55,Neutron_depth_65,Neutron_depth_75,Neutron_depth_85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,110,2-Apr,24.54123396,43.64192729,47.56101479,42.62345333,42.64513292,31.20996542,16.8462025,18.56827396,18.01656625,22.43068784,39.88872154,43.47076752,38.95783634,38.97765149,28.52590839,15.39742909,16.9714024,16.46714155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,111,3-Apr,23.30257896,42.59860063,48.79622458,42.87392229,42.16991292,31.08154271,16.54052708,18.27169521,17.63715875,21.29855717,38.93512098,44.59974927,39.18676497,38.54330041,28.40853004,15.11804175,16.70032942,16.1203631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,112,4-Apr,22.23046396,42.10991833,48.70575979,42.21944646,41.71121958,31.1267025,16.44680875,18.06603063,17.35305979,20.31864406,38.48846535,44.51706445,38.58857406,38.1240547,28.44980609,15.0323832,16.512352,15.86069665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,113,5-Apr,21.13765875,41.61651438,48.47476333,41.98646979,41.49386875,31.17325375,16.40195,17.93157813,17.14489333,19.3198201,38.03749414,44.30593368,38.37563339,37.92539604,28.49235393,14.9913823,16.38946241,15.6704325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,114,6-Apr,20.401375,40.97801896,48.25419417,41.93194354,41.34564438,31.18541938,16.36212792,17.81244042,16.94877688,18.64685675,37.45390933,44.10433347,38.3257964,37.78991896,28.50347331,14.95498492,16.28057054,15.49118207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,115,7-Apr,20.1019175,40.30554667,47.98005438,42.02130021,41.23927521,31.21771792,16.340955,17.72408563,16.84436354,18.3731526,36.83926966,43.8537697,38.40746839,37.69269754,28.53299418,14.93563287,16.19981427,15.39574828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,116,8-Apr,18.79072625,39.04218083,47.38773,42.13164688,41.23202604,31.27351938,16.31038521,17.62766417,16.6161025,17.17472379,35.68455328,43.31238522,38.50832525,37.6860718,28.58399671,14.90769208,16.11168505,15.18711769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,117,9-Apr,17.52763021,37.49919167,46.90605396,42.23413521,41.23168438,31.29555833,16.27696542,17.52175813,16.46452583,16.02025401,34.27426119,42.87213332,38.60199958,37.68575952,28.60414031,14.87714639,16.01488693,15.04857661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,118,10-Apr,18.29603708,36.08833208,46.47027771,42.33822875,41.20776896,31.32288042,16.25231604,17.47917521,16.39245688,16.72257789,32.98473552,42.47383383,38.69714108,37.66390083,28.6291127,14.85461686,15.97596614,14.98270559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,119,11-Apr,17.59951021,34.12063417,45.56490438,42.37810729,41.32402375,31.33419417,16.21921167,17.381855,16.17745292,16.08595233,31.18625963,41.6463226,38.73359006,37.77015771,28.63945347,14.82435947,15.88701547,14.78619197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,120,12-Apr,16.13053958,31.77640542,44.42095396,42.36978583,41.44223646,31.36725229,16.18072688,17.265125,15.88773354,14.74331318,29.04363455,40.60075192,38.72598425,37.87820412,28.66966859,14.78918437,15.78032425,14.52138846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,121,13-Apr,15.09254438,29.75963583,43.37781063,42.34775771,41.56628688,31.35637646,16.12825917,17.14455104,15.62318042,13.79458556,27.20030715,39.64731892,38.70585055,37.99158621,28.65972808,14.74122888,15.67011965,14.2795869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,122,14-Apr,14.37321375,27.78600125,42.25569479,42.31517479,41.67250438,31.38406583,16.10415708,17.06773396,15.40443521,13.13711737,25.39640514,38.62170504,38.67606976,38.088669,28.68503617,14.71919957,15.59990884,14.07965378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,123,15-Apr,20.95970521,26.82811271,41.63394458,42.10510667,41.74158167,31.35570667,16.03672813,16.94987104,15.19286333,19.15717056,24.52089502,38.05342535,38.4840675,38.15180565,28.6591159,14.65756951,15.49218213,13.88627708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,124,16-Apr,25.05155646,27.49694729,40.56533021,41.7172975,41.71914479,31.32399875,15.96927604,16.86389708,15.01818729,22.8971226,25.13220982,37.07671181,38.12960992,38.13129834,28.63013486,14.5959183,15.41360193,13.72662318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,125,17-Apr,23.68895833,27.14640896,39.37653,41.48660083,41.74091854,31.33620833,15.93855,16.77269104,14.80758417,21.65170791,24.81181779,35.99014842,37.91875316,38.15119955,28.64129441,14.5678347,15.33023961,13.53413193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,126,18-Apr,21.40834708,26.10264583,38.41623583,41.40166188,41.84638271,31.35010708,15.91437604,16.66320729,14.57250583,19.56722923,23.85781829,35.11243955,37.84111896,38.2475938,28.65399787,14.5457397,15.23017146,13.31927033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,127,19-Apr,18.99420958,24.57957854,37.32920646,41.27328104,41.95034,31.40660896,15.87623479,16.52633833,14.21711438,17.36070756,22.46573479,34.1188947,37.72377887,38.34261076,28.70564059,14.5108786,15.10507323,12.99444254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,128,20-Apr,16.97537021,23.0014,36.34737708,41.20215479,42.07413375,31.44409042,15.82777104,16.383875,13.90413,15.51548837,21.0232796,33.22150265,37.65876948,38.45575825,28.73989864,14.46658273,14.97486175,12.70837482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,129,21-Apr,22.83337167,24.20544938,35.66513479,41.00161771,42.12056396,31.41333083,15.77777875,16.28950188,13.71182375,20.86970171,22.12378073,32.5979332,37.47547859,38.49819546,28.71178438,14.42088978,14.88860472,12.53260691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,130,22-Apr,25.41662708,25.38606646,35.29437292,40.74689208,42.10853333,31.40256354,15.74330833,16.1899625,13.55346458,23.23079715,23.20286474,32.25905685,37.24265936,38.48719946,28.70194308,14.38938381,14.79762573,12.38786663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,131,23-Apr,23.98776292,25.04621042,35.00537708,40.68130604,42.10268646,31.41547396,15.73377,16.05166021,13.26760375,21.92481531,22.89223632,31.99491465,37.18271372,38.48185542,28.7137432,14.38066578,14.67121743,12.12658983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,132,24-Apr,21.50306229,24.38845292,34.83862125,40.71644875,42.09500063,31.46823146,15.71349167,15.88525313,12.90486375,19.65379893,22.29104597,31.84249982,37.21483416,38.47483058,28.76196355,14.36213139,14.51912136,11.79504547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,133,25-Apr,21.97390229,24.71354292,35.01070646,40.86248563,42.13831417,31.47372229,15.66927583,15.77550667,12.67662875,20.08414669,22.58817823,31.9997857,37.34831187,38.51441915,28.76698217,14.32171811,14.4188131,11.58643868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,134,26-Apr,26.24703104,44.0848575,41.7234975,42.52473688,42.00070188,31.39191375,15.56854729,15.68308875,12.57216563,23.98978637,40.29355976,38.13527672,38.86760951,38.38864152,28.69220917,14.22965222,14.33434312,11.49095939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,135,27-Apr,26.12970063,45.35317458,44.86047938,42.60225292,41.93998063,31.37150604,15.50547729,15.61667042,12.51363521,23.88254638,41.45280157,41.00247815,38.93845917,38.3331423,28.67355652,14.17200624,14.27363676,11.43746258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,136,28-Apr,25.58479688,45.06422771,48.24402,42.582325,41.96298542,31.34797229,15.4772925,15.56017333,12.42981896,23.38450435,41.18870413,44.09503428,38.92024505,38.35416867,28.65204667,14.14624535,14.22199842,11.36085453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,137,29-Apr,24.55389771,44.46291104,48.78783604,42.43887021,41.93648271,31.37195396,15.44409563,15.47663292,12.26305979,22.44226251,40.63910069,44.59208214,38.78912737,38.3299452,28.67396592,14.11590341,14.14564249,11.20843665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,138,30-Apr,23.34958563,44.06813625,48.7934175,42.37568583,41.89449104,31.42039958,15.40544083,15.36388271,12.07707292,21.34152127,40.27827653,44.5971836,38.73137685,38.29156481,28.71824522,14.08057292,14.0425888,11.03844465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,139,1-May,22.05287229,43.5779875,48.66161146,42.43656271,41.86501646,31.44452896,15.36979167,15.27921313,11.89851583,20.15632527,39.83028058,44.47671287,38.78701832,38.26462504,28.74029947,14.04798959,13.9652008,10.87524347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,140,2-May,20.52851063,42.55641792,48.42830917,42.52669542,41.85852833,31.44688521,15.31398146,15.13804771,11.66196208,18.76305872,38.89656598,44.26347458,38.86939961,38.25869489,28.74245308,13.99697905,13.83617561,10.65903334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,141,3-May,18.90497833,41.02107729,48.13690854,42.61788,41.87950875,31.47237479,15.2443375,14.95426083,11.35087417,17.27915019,37.49326464,43.99713441,38.95274232,38.277871,28.76575056,13.93332448,13.6681944,10.37469899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,142,4-May,17.24122521,39.26775771,47.77875729,42.69703875,41.93165625,31.47765438,15.15305104,14.7224825,11.00114625,15.75847984,35.89073055,43.66978416,39.02509342,38.32553381,28.7705761,13.84988865,13.45634901,10.05504767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,143,5-May,15.64642729,37.45887313,47.36888813,42.76493771,41.95399188,31.48989542,15.03943833,14.51180604,10.73425375,14.30083454,34.23741004,43.29516375,39.08715307,38.34594858,28.78176441,13.74604663,13.26379072,9.811107928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,144,6-May,14.40378229,35.58683,46.89317667,42.81911563,42.00235188,31.49866063,14.92662667,14.346685,10.5438275,13.16505701,32.52636262,42.86036348,39.13667169,38.39014962,28.78977582,13.64293678,13.11287009,9.637058335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,145,7-May,13.25001833,33.69201438,46.29143542,42.87022125,42.0485925,31.49012063,14.83189021,14.19558646,10.35944188,12.11051675,30.79450114,42.31037197,39.18338222,38.43241355,28.78197026,13.55634765,12.97476602,9.468529878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,146,8-May,12.17236313,31.93148292,45.50721938,42.93788083,42.10302438,31.47405854,14.72420125,14.05012313,10.17364417,11.1255399,29.18537539,41.59359851,39.24522308,38.48216428,28.76728951,13.45791994,12.84181254,9.298710771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,147,9-May,10.9928375,30.31248604,44.77502042,43.01861896,42.14296188,31.44059771,14.62944333,13.942295,10.01392754,10.04745348,27.70561224,40.92436866,39.31901773,38.51866716,28.73670631,13.3713112,12.74325763,9.152729772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,148,10-May,10.99861688,29.30910792,44.27255271,43.1041825,42.13242938,31.41187375,14.56698521,13.87951396,9.96588825,10.05273583,26.78852464,40.46511318,39.39722281,38.50904045,28.71045261,13.31422448,12.68587576,9.108821861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,149,11-May,13.92503417,29.69196292,44.00308708,43.15114563,42.13894771,31.40289875,14.52794979,13.85003396,9.952202146,12.72748123,27.13845411,40.21882159,39.44014711,38.51499821,28.70224946,13.27854611,12.65893104,9.096312761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,150,12-May,17.61623292,30.31694958,43.91445083,43.18007167,42.15148333,31.37329875,14.50222167,13.83484521,9.941854646,16.10123689,27.70969192,40.13780806,39.46658551,38.52645576,28.67519506,13.25503061,12.64504852,9.086855146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,151,13-May,18.60766542,30.39685146,43.77453604,43.20262583,42.1663675,31.35413375,14.49752542,13.83781521,9.923230104,17.00740619,27.78272223,40.00992594,39.48720001,38.5400599,28.65767825,13.25073823,12.6477631,9.069832315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,152,14-May,19.79748854,30.45578917,43.64145896,43.20303354,42.1804125,31.29735063,14.4911375,13.83303,9.894153771,18.09490453,27.8365913,39.88829349,39.48757266,38.55289703,28.60577848,13.24489968,12.64338942,9.043256547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,153,15-May,20.00293438,30.55276604,43.50314688,43.20153813,42.18091417,31.24633229,14.4856,13.81975333,9.893915354,18.28268202,27.92522816,39.76187625,39.48620585,38.55335555,28.55914771,13.2398384,12.63125454,9.043038634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,154,16-May,19.66503979,30.57607125,43.39099104,43.21553583,42.20015271,31.2085475,14.45645688,13.82008125,9.889841563,17.97384637,27.94652912,39.65936581,39.49899975,38.57093958,28.52461242,13.21320159,12.63155426,9.039315189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,155,17-May,21.17135938,30.66504896,43.30430625,43.23415833,42.18125063,31.17469729,14.43410625,13.81029417,9.875151854,19.35062247,28.02785475,39.58013591,39.51602071,38.55366308,28.49367332,13.19277311,12.62260887,9.025888795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,156,18-May,21.11246188,30.85643729,43.24357396,43.28732563,42.15315583,31.17838313,14.40725125,13.80170979,9.877851458,19.29679016,28.20278368,39.5246266,39.56461563,38.52798443,28.49704218,13.16822764,12.61476275,9.028356233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2,A,1111,157,19-May,20.692152,30.9228296,43.2417256,43.3237904,42.1482144,31.1755128,14.3844404,13.77793,9.87674972,18.91262693,28.26346625,39.5229372,39.59794443,38.52346796,28.4944187,13.14737853,12.59302802,9.027349244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,20,3-Jan,50.96056034,52.42673862,53.16360172,53.58977069,53.86631276,53.80657345,53.00100655,53.76834724,54.55906759,46.57795215,47.9180391,48.59153197,48.98105041,49.23380986,49.17920813,48.44291999,49.14426938,49.86698778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,21,4-Jan,50.04872854,51.61261896,54.49271063,54.77571583,55.85568667,55.87513729,54.99488042,55.63609542,56.41915833,45.74453789,47.17393373,49.80633752,50.06500427,51.05209762,51.06987548,50.2653207,50.85139121,51.56711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,22,5-Jan,48.88386792,51.14499583,54.29081583,54.48667854,55.68834438,55.98588813,55.06315917,55.66566354,56.41432875,44.67985528,46.74652619,49.62180567,49.80082419,50.89914676,51.17110175,50.32772748,50.87841648,51.56269648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,23,6-Jan,47.55929208,50.89901667,54.22868938,54.47723917,55.71039313,56.04777042,55.11980771,55.714705,56.40820375,43.46919296,46.52170124,49.56502209,49.7921966,50.91929932,51.22766216,50.37950425,50.92324037,51.55709823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,24,7-Jan,46.13958021,50.70393708,54.18196208,54.46032188,55.73636479,56.07864292,55.18899833,55.79075583,56.44551813,42.17157631,46.34339849,49.52231334,49.7767342,50.94303742,51.25587963,50.44274447,50.99275083,51.59120357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,25,8-Jan,44.1858092,50.5193796,54.1428474,54.445555,55.7531922,56.1175042,55.2666224,55.8615018,56.448638,40.38582961,46.17471295,49.48656252,49.76323727,50.95841767,51.29139884,50.51369287,51.05741265,51.59405513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,26,9-Jan,42.162375,50.34363792,54.09465729,54.42703729,55.78010521,56.1484275,55.33957729,55.89800625,56.48526104,38.53641075,46.01408506,49.44251676,49.74631208,50.98301616,51.31966274,50.58037364,51.09077771,51.62752859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,27,10-Jan,40.51533208,50.34363792,53.93242604,54.40568521,55.76346542,56.15300458,55.33590125,55.97420167,56.52204458,37.03101352,46.01408506,49.2942374,49.72679628,50.96780739,51.32384619,50.57701374,51.16042033,51.66114875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,28,11-Jan,38.12194063,50.34363792,53.88728563,54.37544146,55.782165,56.18227333,55.36948708,56.00819521,56.51479583,34.84345374,46.01408506,49.25297907,49.69915349,50.98489881,51.35059782,50.60771119,51.19149042,51.65452339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,29,12-Jan,36.50299625,50.34363792,53.80137875,54.36530458,55.79188729,56.21859396,55.4104425,56.07208313,56.54379229,33.36373857,46.01408506,49.17446018,49.68988839,50.99378498,51.38379488,50.64514445,51.24988398,51.68102615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,30,13-Jan,35.1331275,50.34363792,53.71350885,54.33389942,55.79151288,56.23160904,55.43430135,56.10977731,56.56745519,32.11167854,46.01408506,49.09414709,49.66118407,50.99344277,51.39569066,50.66695143,51.28433646,51.70265404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,31,14-Jan,33.73686958,50.34363792,53.61597771,54.29632646,55.80086333,56.21646688,55.44288167,56.15688354,56.58134438,30.8354988,46.01408506,49.00500363,49.62684238,51.00198908,51.38185073,50.67479385,51.32739156,51.71534876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,32,15-Jan,32.23373042,50.34363792,53.5168275,54.25439646,55.81638896,56.24101188,55.46361917,56.18190875,56.57502042,29.4616296,46.01408506,48.91438034,49.58851836,51.01617951,51.40428486,50.69374792,51.3502646,51.70956866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,33,16-Jan,30.37097833,50.34363792,53.42206792,54.18461146,55.79843271,56.23201167,55.486545,56.23724938,56.58431854,27.75907419,46.01408506,48.82777008,49.52473487,50.9997675,51.39605867,50.71470213,51.40084593,51.71806715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,34,17-Jan,28.677935,50.34363792,53.331197,54.1495512,55.7905248,56.2666834,55.5121434,56.2582248,56.6050944,26.21163259,46.01408506,48.74471406,49.4926898,50.99253967,51.42774863,50.73809907,51.42001747,51.73705628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,35,18-Jan,33.03608542,50.34363792,53.34419833,54.11789646,55.77879792,56.26228833,55.54764688,56.27698458,56.59491708,30.19498207,46.01408506,48.75659727,49.46375736,50.9818213,51.42373153,50.77054925,51.43716391,51.72775421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,36,19-Jan,43.94480563,50.34363792,53.32296604,54.08632958,55.74028938,56.288975,55.58465521,56.28169313,56.60254104,40.16555235,46.01408506,48.73719096,49.43490524,50.94662449,51.44812315,50.80437486,51.44146752,51.73472251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,37,20-Jan,43.18057021,50.34363792,53.34198479,54.0918275,55.74085042,56.28406354,55.58482313,56.28112479,56.62857854,39.46704117,46.01408506,48.7545741,49.43993034,50.94713728,51.44363408,50.80452834,51.44094806,51.75852079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,38,21-Jan,40.62252039,50.34363792,52.26795941,53.01059333,54.63774569,55.15520824,54.46599569,55.19491118,55.48993431,37.12898364,46.01408506,47.7729149,48.4516823,49.93889956,50.41186033,49.78192006,50.44814882,50.71779996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,39,22-Jan,45.05617958,50.34363792,53.37374542,54.08668438,55.74944563,56.25492188,55.58499,56.31956333,56.61537458,41.18134814,46.01408506,48.78360331,49.43522952,50.95499331,51.4169986,50.80468086,51.47608088,51.74645237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,40,23-Jan,48.10803625,50.34363792,53.50778458,54.08810313,55.74421313,56.27685979,55.5878375,56.355,56.62448625,43.97074513,46.01408506,48.90611511,49.43652626,50.9502108,51.43704985,50.80728348,51.50847,51.75478043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,41,24-Jan,49.17572688,50.34363792,54.22120083,54.46696958,55.80143125,56.29781771,55.60308188,56.37178021,56.60923729,44.94661437,46.01408506,49.55817756,49.7828102,51.00250816,51.45620539,50.82121684,51.52380711,51.74084288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,42,25-Jan,52.128005,50.34363792,54.40477771,54.66548583,55.92719833,56.32451333,55.62604146,56.39384271,56.62467667,47.64499657,46.01408506,49.72596683,49.96425405,51.11745927,51.48060518,50.84220189,51.54397224,51.75495448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,43,26-Jan,52.09556333,50.34363792,54.49621708,54.74312438,55.98058292,56.35547625,55.72261896,56.49876813,56.68608292,47.61534488,46.01408506,49.80954241,50.03521568,51.16625279,51.50890529,50.93047373,51.63987407,51.81107979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,44,27-Jan,50.77322938,50.34363792,54.55676063,54.81887646,55.99838583,56.39021833,55.73855354,56.58716229,56.68515125,46.40673165,46.01408506,49.86487922,50.10445308,51.18252465,51.54065955,50.94503794,51.72066633,51.81022824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,45,28-Jan,50.42559063,50.34363792,54.53411167,54.87179313,56.00831917,56.39628458,55.75516667,56.617975,56.70209229,46.08898984,46.01408506,49.84417807,50.15281892,51.19160372,51.54620411,50.96022234,51.74882915,51.82571235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,46,29-Jan,50.246495,50.34363792,54.5419825,54.91311417,56.02837833,56.39136708,55.80048917,56.64784979,56.74417729,45.92529643,46.01408506,49.85137201,50.19058635,51.20993779,51.54170951,51.0016471,51.77613471,51.86417804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,47,30-Jan,50.12768958,50.34363792,54.55965188,55.10121,56.04037771,56.41202292,55.83407521,56.70743313,56.81442563,45.81670828,46.01408506,49.86752182,50.36250594,51.22090523,51.56058895,51.03234474,51.83059388,51.92838503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,48,31-Jan,49.8436078,50.34363792,54.4155972,53.8626182,55.955946,56.3339096,55.7389462,56.6313658,56.789235,45.55705753,46.01408506,49.73585584,49.23043303,51.14373464,51.48919337,50.94539683,51.76106834,51.90536079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,49,1-Feb,49.78779021,50.61837604,54.45497271,54.99294604,56.02331646,56.43251979,55.82483792,56.75493875,56.89535292,45.50604025,46.2651957,49.77184506,50.26355268,51.20531124,51.57932309,51.02390186,51.87401402,52.00235257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,50,2-Feb,49.69585167,50.61837604,54.39305979,54.73903208,56.00831792,56.44875813,55.86162458,56.7789875,56.93640292,45.42200843,46.2651957,49.71525665,50.03147532,51.19160258,51.59416493,51.05752487,51.89599458,52.03987227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,51,3-Feb,49.37147271,50.54462354,54.33342729,54.63567729,55.97889458,56.45941979,55.87439354,56.80000896,56.97971,45.12552606,46.19778592,49.66075254,49.93700904,51.16470965,51.60390969,51.0691957,51.91520819,52.07945494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,52,4-Feb,48.91383104,50.49328542,54.30282563,54.60143438,55.95322938,56.45089063,55.89002208,56.81951917,57.00286562,44.70724157,46.15086287,49.63278263,49.90571102,51.14125165,51.59611404,51.08348018,51.93304052,52.10061918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,53,5-Feb,48.09002458,50.44767146,54.27863958,54.57148354,55.93899333,56.46860458,55.89926479,56.82179208,57.03760917,43.95428247,46.10917171,49.61067658,49.87833596,51.1282399,51.61230459,51.09192802,51.93511796,52.13237478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,54,6-Feb,47.01710542,50.40269479,54.26742854,54.55473063,55.92981688,56.47369042,55.90682896,56.82690896,57.09031188,42.97363435,46.06806304,49.60042969,49.8630238,51.11985263,51.61695304,51.09884167,51.93979479,52.18054506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,55,7-Feb,45.91793104,50.31744792,54.25830313,54.5328125,55.92138958,56.45909292,55.91641,56.81648792,57.09367667,41.96898897,45.9901474,49.59208906,49.84299063,51.11215008,51.60361093,51.10759874,51.93026996,52.18362048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,56,8-Feb,45.0333525,50.23840604,54.24101188,54.52568625,55.92813042,56.44810146,55.92952188,56.82463354,57.10358625,41.16048419,45.91790312,49.57628486,49.83647723,51.1183112,51.59356473,51.119583,51.93771506,52.19267783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,57,9-Feb,44.14056146,50.12896063,54.213165,54.50698396,55.89742104,56.46876896,55.92549063,56.83221167,57.11779479,40.34447317,45.81787002,49.55083281,49.81938334,51.09024283,51.61245483,51.11589844,51.94464147,52.20566444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,58,10-Feb,41.67485188,49.80144292,54.20692604,54.46335042,55.90472458,56.46417625,55.92868438,56.86480875,57.1555725,38.09081462,45.51851883,49.5451304,49.77950228,51.09691827,51.60825709,51.11881752,51.9744352,52.24019327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,59,11-Feb,38.87163938,49.17613688,54.1686875,54.43522333,55.89049396,56.44711708,55.94482396,56.86386208,57.18700542,35.52867839,44.94698911,49.51018038,49.75379412,51.08391148,51.59266501,51.1335691,51.97356994,52.26892295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,A,1109,60,12-Feb,36.45805188,48.75934958,54.12070833,54.40852958,55.87757813,56.46269979,55.94566521,56.87030479,57.17409396,33.32265942,44.56604552,49.46632741,49.72939604,51.07210641,51.60690761,51.134338,51.97945858,52.25712188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
