Point	Zone	Probe	DAS	Date	depth_5	depth_15	depth_25	depth_35	depth_45	depth_55	depth_65	depth_75	depth_85	Sum_SWC_Raw.data	SWC_corrected	Precipitation
A1	A	1110	20	43833	47.25833425	48.44316741	47.32866733	36.43082667	48.63772185	48.41631693	36.55042533	49.51101959	49.85413027	412.4306096	338.6196627	0.4
A1	A	1110	21	43834	52.41248333	53.85205188	52.57785521	40.70492938	54.00752958	53.60092167	40.83552938	54.78891042	55.32134771	458.1015585	376.1576987	0
A1	A	1110	22	43835	52.02032813	53.82203479	52.54179792	40.70594292	54.00434208	53.61380938	40.84425042	54.62680188	55.24168563	457.4209931	375.5817998	0
A1	A	1110	23	43836	51.670545	53.77320125	52.48888875	40.70824729	54.01620667	53.62408958	40.84905813	54.54968146	55.20387125	456.8837894	375.1068966	0
A1	A	1110	24	43837	51.40847167	53.72836875	52.45501125	40.71460646	54.02647813	53.61196813	40.85154958	54.54105125	55.24013083	456.577636	374.8116351	0.2
A1	A	1110	25	43838	50.8914644	53.6705934	52.4178518	40.711258	54.0391026	53.621567	40.8532098	54.539249	55.2865418	456.0308378	374.2820366	0.2
A1	A	1110	26	43839	50.24675542	53.60943104	52.37902917	40.71138167	54.04383833	53.61902563	40.85599938	54.51594083	55.31217958	455.293581	373.5856875	0
A1	A	1110	27	43840	49.63098396	53.43239229	52.33539833	40.71437604	54.03622021	53.62669792	40.86160813	54.46918458	55.34208292	454.4489444	372.7930125	0
A1	A	1110	28	43841	48.27617271	53.33698667	52.31091521	40.71050604	54.01815625	53.60813146	40.8612075	54.45481542	55.36369833	452.9405896	371.3676811	0
A1	A	1110	29	43842	46.94834104	53.16021771	52.26732083	40.70764792	54.0275425	53.62531667	40.85786771	54.41307354	55.36957625	451.3769042	369.8969115	0
A1	A	1110	30	43843	46.03620125	53.01664021	52.2168675	40.70078104	54.01975021	53.61334917	40.86058333	54.41977542	55.36179688	450.245745	368.832484	0
A1	A	1110	31	43844	45.26378896	52.95807417	52.160945	40.69621729	54.02842729	53.59386292	40.86236333	54.40388479	55.37303604	449.3405998	367.9828419	0
A1	A	1110	32	43845	44.39533938	52.93047521	52.03596458	40.69017896	54.02523854	53.58726625	40.85653458	54.4142225	55.38601063	448.3212306	367.0253739	0
A1	A	1110	33	43846	43.13607854	52.91273583	51.91354646	40.68547625	53.98894021	53.57024125	40.85613271	54.39986292	55.37528354	446.8382977	365.6458525	0
A1	A	1110	34	43847	41.5376574	52.8904188	51.8816792	40.6830262	53.9998316	53.55736	40.8572248	54.4044426	55.365696	445.1773366	364.0756467	0
A1	A	1110	35	43848	45.12089146	52.91198833	51.87288354	40.68086833	53.96557021	53.54049479	40.85769229	54.42379521	55.379435	448.7536192	367.4655391	10.4
A1	A	1110	36	43849	51.58914875	53.11397667	51.88841604	40.68404813	53.92716917	53.52316979	40.85898167	54.39259063	55.40452167	455.3820225	373.7586338	0.2
A1	A	1110	37	43850	51.08285646	53.133875	51.90867	40.68810396	53.93070854	53.52792292	40.85502083	54.3958425	55.39639167	454.9193919	373.3180718	0
A1	A	1110	38	43851	49.51740608	52.06869431	50.87129882	39.86658039	52.86459294	52.46148941	40.03879843	53.29880647	54.30640431	445.2940712	365.3481425	0
A1	A	1110	39	43852	51.67239271	53.20595333	51.92984271	40.68460229	53.91230458	53.52148417	40.86405354	54.40599	55.40071604	455.5973394	373.9569738	6.8
A1	A	1110	40	43853	52.50238896	53.46584917	52.00025771	40.68690708	53.92734625	53.53712125	40.86436479	54.38914271	55.38393313	456.7573111	375.0552008	11
A1	A	1110	41	43854	52.78679542	53.78988708	52.39665708	40.75293583	54.02243646	53.61568458	40.88175792	54.42207438	55.35851792	458.0267467	376.1849557	9
A1	A	1110	42	43855	53.11686125	54.11042042	52.75367542	40.81251542	54.35369333	53.96819646	40.96694333	54.53281479	55.12451063	459.739631	377.7096013	19.6
A1	A	1110	43	43856	53.34319583	54.36777083	52.99320667	40.83907063	54.36701292	53.98774458	41.00368813	54.60759938	55.05000375	460.5592927	378.4501378	0.2
A1	A	1110	44	43857	53.25320188	54.42741625	53.07048917	40.84836313	54.36381375	54.01039646	41.00439854	54.63350229	55.06189354	460.673475	378.5361179	0.2
A1	A	1110	45	43858	53.21381104	54.35145229	53.06107396	40.85438979	54.36932354	54.01363313	41.00981708	54.65941417	55.07672229	460.6096373	378.4628242	0
A1	A	1110	46	43859	53.21013896	54.2958575	53.03700542	40.84983458	54.38781313	54.00669875	41.01288146	54.67957292	55.07775646	460.5575592	378.408851	0.2
A1	A	1110	47	43860	53.22514583	54.27091917	52.98071729	40.84564792	54.39155083	54.02457542	41.0156375	54.66421333	55.06534229	460.4837496	378.3503338	0.2
A1	A	1110	48	43861	53.22286958	54.23199313	52.92076417	40.83516021	54.38994896	54.04507729	41.01541583	54.69282208	55.09534438	460.4493956	378.3066885	0
A1	A	1110	49	43862	53.24462167	54.22953083	52.88748938	40.82153646	54.36683563	54.05078188	41.01332667	54.67842146	55.08620458	460.3787485	378.2536351	0
A1	A	1110	50	43863	53.20528938	54.26199833	52.888105	40.82024729	54.31547917	54.03875604	41.01221542	54.68264542	55.098965	460.323701	378.2042456	0.2
A1	A	1110	51	43864	53.08267729	54.25322708	52.88702729	40.81564438	54.2153125	54.04446125	41.00630813	54.6622925	55.09775792	460.0647083	377.9769796	0
A1	A	1110	52	43865	52.95107729	54.26907708	52.8964225	40.81067375	54.16810813	54.00977958	41.00022271	54.66229563	55.08396333	459.85162	377.7885324	0
A1	A	1110	53	43866	52.76965542	54.28216	52.9092075	40.80901813	54.12944292	54.00284625	40.9941825	54.65749458	55.10637938	459.6603867	377.6070196	0
A1	A	1110	54	43867	52.48994292	54.28954729	52.92384438	40.80892604	54.10621792	53.95678375	40.98716417	54.69454958	55.116555	459.373531	377.3289913	0
A1	A	1110	55	43868	52.12018938	54.27262104	52.91999208	40.80432354	54.10160958	53.87995458	40.97139021	54.70952917	55.16745208	458.9470617	376.9182174	0
A1	A	1110	56	43869	51.81453292	54.25076063	52.91552354	40.80280625	54.06563021	53.82349438	40.95743667	54.71048938	55.20231583	458.5429898	376.5379435	0.2
A1	A	1110	57	43870	51.51354354	54.19279	52.91167229	40.80239021	54.04224521	53.79812	40.95107854	54.70472854	55.23287708	458.1494454	376.1645854	0
A1	A	1110	58	43871	50.45165042	54.14947083	52.92415354	40.79355292	54.00274854	53.76722354	40.93863667	54.66440667	55.25861271	456.9504558	375.0407191	0
A1	A	1110	59	43872	48.94061438	54.04761917	52.90181729	40.79138917	53.98167792	53.76876021	40.93725833	54.67400354	55.23512229	455.2782623	373.4636345	0
A1	A	1110	60	43873	47.66528958	53.90432542	52.85576896	40.78825833	53.95424458	53.7369525	40.929345	54.6559625	55.25429458	453.7444415	372.0216306	0.2
A1	A	1110	61	43874	46.57492396	53.79296563	52.8025225	40.78650875	53.93407083	53.71421229	40.92161	54.61795771	55.28660146	452.4313731	370.7896324	0
A1	A	1110	62	43875	43.77551542	53.64448667	52.75561021	40.78660083	53.89851021	53.72466	40.91364896	54.60165625	55.27606271	449.3767513	367.9087826	0
A1	A	1110	63	43876	40.88275583	53.39755875	52.66278875	40.78052333	53.91248604	53.71912875	40.91315958	54.57364604	55.28763813	446.1296852	364.8433048	0
A1	A	1110	64	43877	37.69695813	52.97591979	52.52725	40.77702396	53.89285083	53.70484083	40.90964479	54.57134438	55.27537083	442.3312035	361.2639129	0
A1	A	1110	65	43878	34.21238396	52.18333021	52.36054875	40.76984063	53.86119813	53.69531896	40.90777708	54.56674354	55.26224	437.8193813	357.0132208	0
A1	A	1110	66	43879	31.11292	50.75363771	52.15105146	40.75523813	53.8224875	53.67459125	40.90137354	54.55197958	55.26724938	432.9905285	352.4676611	0
A1	A	1110	67	43880	28.00277063	48.18976771	51.95960188	40.74036104	53.78450292	53.65478417	40.89496604	54.51881417	55.27830896	427.0238775	346.8442635	0
A1	A	1110	68	43881	24.65340479	45.17720729	51.69700604	40.72810604	53.74123625	53.6362125	40.89519	54.5249475	55.28228313	420.3355935	340.5344307	0.2
A1	A	1110	69	43882	21.83205938	42.46882354	51.18100313	40.71276333	53.69780854	53.62961333	40.89256646	54.56789708	55.26431438	414.2468492	334.8157085	0
A1	A	1110	70	43883	19.42988188	39.94986646	49.90335458	40.69022417	53.65899354	53.59969083	40.88665313	54.6087475	55.26517854	407.9925906	329.0208162	0.2
A1	A	1110	71	43884	17.34537458	37.61628333	47.58930875	40.6534775	53.58511396	53.59861792	40.87450813	54.59647271	55.25982292	401.1189798	322.7699688	0
A1	A	1110	72	43885	15.56783396	35.49917208	44.75466646	40.59932	53.50900375	53.54816146	40.87250604	54.57633375	55.25999542	394.1869929	316.5272992	0
A1	A	1110	73	43886	14.22353979	33.82564292	42.15301063	40.53298479	53.41641979	53.50677292	40.86881292	54.59206146	55.24893917	388.3681844	311.3107875	0
A1	A	1110	74	43887	13.17655188	32.47415854	39.82464479	40.43042604	53.32780021	53.46417958	40.85569021	54.55907667	55.21129292	383.3238208	306.8252109	0
A1	A	1110	75	43888	12.24297938	31.13692396	37.59798646	40.26702688	53.19871167	53.38287958	40.84282688	54.50443875	55.17832188	378.3520954	302.4181057	0
A1	A	1110	76	43889	11.42759875	29.92812875	35.54725688	40.02315875	53.0547575	53.30577167	40.83356938	54.44102938	55.1534725	373.7147435	298.3188612	0
A1	A	1110	77	43890	10.78843125	28.84381458	33.76702604	39.69808625	52.85872271	53.34125646	40.82008271	54.38665771	55.13535417	369.6394319	294.7212846	0.8
A1	A	1110	78	43891	10.70640938	28.1277275	32.63983333	39.38908896	52.74568438	53.32290042	40.8127825	54.36407542	55.13397271	367.2424746	292.6256597	0.2
A1	A	1110	79	43892	11.15590438	27.35134021	31.24546479	38.84374979	52.6015875	53.27352354	40.80084958	54.30268479	55.14622667	364.7213313	290.4814379	3
A1	A	1110	80	43893	11.28532875	26.45725583	29.59647958	38.10483438	52.26147	53.18887521	40.77938375	54.23157146	55.156925	361.062124	287.3373982	0
A1	A	1110	81	43894	10.85301333	25.79873146	28.0604475	37.24784208	51.13332854	53.09257583	40.76673417	54.18992708	55.119315	356.261915	283.2092621	0
A1	A	1110	82	43895	10.31240938	25.12963646	26.77317667	36.43239604	49.79415125	52.99468375	40.75154438	54.11585854	55.12000208	351.4238585	279.0373623	0
A1	A	1110	83	43896	9.765089354	24.56549792	25.57998854	35.6353925	48.25859354	52.80772583	40.74227542	54.07045667	55.12086479	346.5458846	274.8399693	0
A1	A	1110	84	43897	8.999794917	23.84886021	23.80755438	34.49268604	45.94841417	52.26621292	40.72346854	53.99915021	55.12241729	339.2085587	268.5496614	0
A1	A	1110	85	43898	8.449913188	23.19975125	22.04978938	33.36786542	43.81301521	51.27340979	40.71130021	53.96447438	55.11069125	331.9402101	262.3461932	0
A1	A	1110	86	43899	7.914323792	22.63334063	20.3742375	32.31852292	41.8399825	50.08326354	40.67991542	53.87593417	55.08086	324.8003805	256.2741726	0
A1	A	1110	87	43900	7.451201208	22.13635833	18.79083563	31.29088333	39.8939075	48.76667917	40.60736	53.76485771	55.06586188	317.7679448	250.3103104	0
A1	A	1110	88	43901	7.141810667	21.70756792	17.40950521	30.28160063	37.99488458	47.30224938	40.45451438	53.64347896	55.03483646	310.9704482	244.5740401	0
A1	A	1110	89	43902	6.938773021	21.38452063	16.39233417	29.41304104	36.253555	45.76435708	40.1787	53.47092833	55.02018729	304.8163966	239.4079058	0
A1	A	1110	90	43903	6.567857792	21.02968542	15.58948646	28.68217479	34.75083833	44.16110313	39.78144708	53.28619563	54.98211938	298.830908	234.3676354	0
A1	A	1110	91	43904	6.375586208	20.85595333	15.14456833	28.134565	33.82110896	42.889285	39.3410125	53.04008438	54.95595104	294.5581147	230.8068691	0.2
A1	A	1110	92	43905	6.209965896	20.64046188	14.71830792	27.54349333	32.9006975	41.57986729	38.83587896	52.37854333	54.85699854	289.6642146	226.8077959	0
A1	A	1110	93	43906	6.411625167	20.20097	14.18780625	26.85571229	31.92820833	40.03191479	38.31000604	51.2257725	54.78067146	283.9326868	222.2040217	9.8
A1	A	1110	94	43907	12.18876042	19.77287	13.86097375	26.43174063	31.46849833	39.01170375	37.97774667	50.46827313	54.695815	285.8763817	224.5769799	1.8
A1	A	1110	95	43908	12.28534125	19.16675938	13.05940354	25.79644083	30.67283854	37.51709188	37.48026542	49.4465275	54.54182	279.9664883	219.7824334	0
A1	A	1110	96	43909	11.41479708	18.95059167	12.35864771	25.19750604	29.66131813	36.08194	37.0020475	48.21010188	54.31038854	273.1873385	214.2467425	0
A1	A	1110	97	43910	11.0413375	18.91928104	11.99667417	24.86852375	28.95455333	35.16238813	36.64612354	47.26339646	54.08000833	268.9322862	210.8477035	1.2
A1	A	1110	98	43911	17.85743208	18.78576021	11.61960125	24.62149542	28.59323854	34.51552146	36.37835542	46.58298521	53.93666958	272.8910592	215.050482	13.4
A1	A	1110	99	43912	21.31192833	17.18191354	10.67224563	24.37714542	28.44135333	34.2038225	36.17132208	46.13504417	53.86671979	272.3614948	214.9006672	3.2
A1	A	1110	100	43913	22.08501208	16.83420833	9.959707479	23.85179896	28.07156042	33.76959667	35.88381625	45.41923771	53.74177604	269.6167139	212.7946102	7.8
A1	A	1110	101	43914	23.49272521	17.12163938	9.184235063	23.03686083	27.20443479	33.12372229	35.49415833	44.17775083	53.54934417	266.3848709	210.5260705	0.4
A1	A	1110	102	43915	22.06290833	17.61576688	8.99615725	22.58397813	26.20281354	32.27431208	35.07567229	42.82413313	53.32294854	260.9586902	206.1576501	0
A1	A	1110	103	43916	20.43863646	17.72992688	8.989731375	22.43213771	25.65930625	31.45449167	34.68890729	41.88693854	53.11264938	256.3927256	202.3708207	0
A1	A	1110	104	43917	18.21855313	17.67388729	9.038008	22.27374375	25.34225396	30.66948792	34.31740438	41.08910979	52.90553688	251.5279851	198.2230498	0
A1	A	1110	105	43918	15.22389792	17.52116188	9.021312313	22.04616	24.98074979	29.77357125	33.91452813	40.32441417	52.67225396	245.4780494	192.9854318	0
A1	A	1110	106	43919	12.55047979	17.35533333	9.015836958	21.80815625	24.72546167	28.83961854	33.500935	39.64636042	52.40221646	239.8443984	188.1218392	0
A1	A	1110	107	43920	11.94430756	17.05165208	9.054985688	21.7548875	24.52682646	28.08820229	33.153615	39.12627917	52.15332875	236.8540845	185.6546874	7.2
A1	A	1110	108	43921	27.77365625	26.53005792	12.17805004	21.47334458	24.61134271	28.21298229	33.01656667	38.75570771	51.94128938	264.4929976	211.7189951	29
A1	A	1110	109	43922	27.11396563	31.72502188	14.63091583	21.38983979	24.34810729	28.26276083	32.95318396	38.48012646	51.76948979	270.6734115	217.4835743	0
A1	A	1110	110	43923	29.25259	35.81413292	19.27654896	22.80464646	24.17092875	28.0421225	32.88008917	38.26873583	51.60729083	282.1170854	227.8439863	15.6
A1	A	1110	111	43924	28.08132104	37.49992979	22.97839396	25.05238354	24.19143333	27.52779938	32.7918625	38.12783313	51.44995208	287.7009087	232.650073	0.2
A1	A	1110	112	43925	27.41618125	37.66978104	23.66263104	26.11715458	24.20580458	27.01496354	32.66230229	37.99443375	51.19135688	287.934609	232.8665391	0
A1	A	1110	113	43926	26.65353063	37.74497417	23.86311833	26.62891958	24.20404958	26.61008813	32.55630458	37.84782396	51.00908	287.117889	232.1673348	0.2
A1	A	1110	114	43927	25.98137438	37.61507917	23.82255792	26.91475167	24.16214188	26.24320083	32.44620271	37.69820667	50.83968208	285.7231973	230.9682673	1.6
A1	A	1110	115	43928	25.33762208	37.16114292	23.69165396	27.13207417	24.17882063	25.92942479	32.3542575	37.5661225	50.68546625	284.0365848	229.4850996	0.4
A1	A	1110	116	43929	22.28041021	35.61371542	23.286025	27.19095146	24.21634688	25.53293208	32.189195	37.33242958	50.29361604	277.9356217	223.9728075	0
A1	A	1110	117	43930	19.23900375	33.27245854	22.73432792	27.21944292	24.20163479	25.22394979	32.04933917	37.19716438	49.95247083	271.0897921	217.7240549	2.8
A1	A	1110	118	43931	19.48841875	31.36401167	22.20571042	27.23836396	24.20646583	24.9311275	31.95163021	37.07463625	49.75724396	268.2176085	215.189149	0.4
A1	A	1110	119	43932	16.74558333	28.44980604	21.25619979	27.1150875	24.2202975	24.50503396	31.75021583	36.78193188	49.19582146	260.0199773	207.841246	0
A1	A	1110	120	43933	13.08629583	25.37314979	20.16196063	26.90922208	24.20339042	24.04483875	31.50763813	36.42886854	48.40761167	250.1229758	198.999134	0
A1	A	1110	121	43934	10.92581958	22.98661021	19.24815292	26.73786646	24.18287375	23.62406438	31.26342	36.06534521	47.71043917	242.7445917	192.4960923	1.6
A1	A	1110	122	43935	9.758594729	20.92393125	18.24265729	26.59186875	24.29135667	23.24920438	31.0384625	35.80333083	47.10978938	237.0091958	187.4802354	0.4
A1	A	1110	123	43936	18.65688979	20.99347438	17.11781188	26.50706396	24.53205792	23.05028938	30.86009521	35.58431958	46.63680667	243.9388088	194.3940223	15.2
A1	A	1110	124	43937	22.14893375	23.95038417	16.49262021	26.38550167	24.72754271	22.92478333	30.76144063	35.426755	46.32302625	249.1409877	199.5447524	0
A1	A	1110	125	43938	19.62862979	23.76861438	16.06854104	26.20926708	24.77213167	22.72253854	30.60541167	35.21023813	45.90933417	244.8947065	195.7957503	0
A1	A	1110	126	43939	15.88619396	22.44800833	15.62905	25.99634979	24.71508354	22.41890646	30.41239167	34.97020188	45.49212313	237.9683088	189.5458917	0
A1	A	1110	127	43940	12.14874688	20.55393292	15.12736854	25.7792825	24.656225	22.05580375	30.14906083	34.59989625	45.05802063	230.1283373	182.4934049	0
A1	A	1110	128	43941	9.396898708	18.73157083	14.4920475	25.55524542	24.58205271	21.73663	29.87846521	34.31236396	44.65452313	223.3397975	176.4189992	4.6
A1	A	1110	129	43942	16.95357783	18.2652125	13.78062292	25.37104521	24.62929125	21.60197938	29.74451188	34.10061458	44.49485229	228.9417078	181.9593258	9
A1	A	1110	130	43943	19.97788875	19.19659646	13.29829813	25.16930292	24.7309725	21.52456792	29.67022396	33.94644521	44.36718646	231.8814823	184.9066019	0
A1	A	1110	131	43944	17.05072229	18.99253083	12.95181438	24.94790625	24.71465042	21.31748917	29.4822225	33.62099604	44.1340275	227.2123594	180.7443043	0
A1	A	1110	132	43945	13.02066979	18.15438979	12.61551146	24.75445583	24.64292521	21.04651563	29.22605917	33.25240208	43.9122375	220.6251665	174.7894154	0
A1	A	1110	133	43946	14.02525708	17.71913771	12.42980438	24.62822083	24.6339575	20.87596854	29.03235854	32.97335833	43.81238438	220.1304473	174.5039329	29.4
A1	A	1110	134	43947	27.28650625	32.93497896	17.12799771	24.77067979	25.06966958	21.27976104	29.16390146	32.92181854	43.74141792	254.2967313	206.3094743	6
A1	A	1110	135	43948	28.63392563	36.3169375	19.25515771	24.93633625	25.17078708	21.38680521	29.21741979	32.90152958	43.73826125	261.55716	212.924651	9.4
A1	A	1110	136	43949	29.78639563	38.60658479	22.23382667	25.69538375	25.41598417	21.48470417	29.25780313	32.82316229	43.69395667	268.9978013	219.5685429	2
A1	A	1110	137	43950	28.19536021	38.64044521	23.03342542	26.50523438	25.59111979	21.53055375	29.26418667	32.71322104	43.586965	269.0605115	219.4888315	0.2
A1	A	1110	138	43951	25.54534479	38.41168979	23.15655188	26.89807146	25.67742313	21.51310375	29.23847917	32.60318604	43.47351833	266.5173683	217.0787957	0.2
A1	A	1110	139	43952	21.27671083	37.71427146	23.09483771	27.08809208	25.72554021	21.454425	29.17510646	32.48727125	43.38598729	261.4022423	212.2790915	0.2
A1	A	1110	140	43953	16.02075208	35.33933854	22.76851521	27.13599375	25.717465	21.30405729	29.02614417	32.21712521	43.25481896	252.7842102	204.2836535	0
A1	A	1110	141	43954	11.3311106	30.76888708	21.93244125	27.06106813	25.64940396	21.01808021	28.76361021	31.83833542	43.09465896	241.4575958	193.8621632	0
A1	A	1110	142	43955	7.705331688	25.84125958	20.73206375	26.85148646	25.48965542	20.57285396	28.34366854	31.29372146	42.93144521	229.7614861	183.2391866	0
A1	A	1110	143	43956	5.568156792	22.05248458	19.64574167	26.62824333	25.30495417	20.10075667	27.87905125	30.79997146	42.77868	220.7580399	175.1533894	0
A1	A	1110	144	43957	4.223697667	19.43893813	18.684245	26.40253833	25.12444542	19.59822708	27.40672021	30.25582667	42.63039604	213.7650345	168.9781654	0
A1	A	1110	145	43958	3.286568938	17.48098063	17.85870479	26.1888325	24.92930958	19.08307729	26.92624375	29.65955042	42.47413313	207.887401	163.8659406	0
A1	A	1110	146	43959	2.609446667	15.65309104	16.99679333	25.97456083	24.72882417	18.57733271	26.447615	29.04093646	42.32514833	202.3537485	159.0875132	0
A1	A	1110	147	43960	2.103576667	14.07801104	16.1200075	25.79245875	24.53336688	18.13363167	25.98424375	28.47217563	42.17879563	197.3962675	154.8293515	1
A1	A	1110	148	43961	3.131581271	13.34143875	15.62334729	25.67759771	24.44139604	17.88107708	25.72381792	28.19536438	42.08061625	196.0962367	153.8383006	7.4
A1	A	1110	149	43962	4.354791729	13.11539396	15.32855542	25.57616375	24.34227542	17.76173813	25.64902917	28.10808813	42.05257542	196.2886111	154.1301698	8.2
A1	A	1110	150	43963	5.132625896	13.21549167	15.00483896	25.47274833	24.24929833	17.676785	25.58278938	28.02345229	42.01852521	196.3765551	154.3215413	2
A1	A	1110	151	43964	5.410942813	13.35479042	14.63269458	25.37243896	24.18672583	17.56910146	25.53451875	27.95762167	41.97760292	195.9964374	154.0674984	3.2
A1	A	1110	152	43965	5.922742542	13.44413542	14.25144688	25.26874521	24.13443729	17.43942979	25.46472542	27.87003354	41.9443225	195.7400186	153.9399782	0.6
A1	A	1110	153	43966	5.261724854	13.51724229	13.85227604	25.1334525	24.03790708	17.33020417	25.41062625	27.81392667	41.89158021	194.2489401	152.6442923	0.2
A1	A	1110	154	43967	4.441612167	13.49335688	13.51815875	25.02728938	23.96691	17.142505	25.3339175	27.72391604	41.84487042	192.4925361	151.103437	0.4
A1	A	1110	155	43968	6.537238875	13.56564771	13.28491563	25.01199125	23.94661333	17.06891708	25.27121625	27.6420175	41.81458146	194.1431391	152.7456722	3.4
A1	A	1110	156	43969	5.664756771	13.51813146	12.95680438	24.93485729	23.93408792	17.02336667	25.23572292	27.53345479	41.77378021	192.5749624	151.3549032	0
A1	A	1110	157	43970	4.93886828	13.4215444	12.78068	24.9425436	23.8950804	16.97766	25.1878768	27.4718076	41.7338088	191.3498699	150.2551224	0
A2	A	1111	20	43833	26.58996767	33.92584433	35.72625567	38.77034967	37.84125267	37.172108	38.22384933	29.90131267	30.77697367	308.9279137	243.8835095	0.4
A2	A	1111	21	43834	34.60320688	44.17423292	46.83176521	50.7656375	49.598655	48.70115208	49.919005	39.46247667	40.60126708	404.6573983	319.4208299	0
A2	A	1111	22	43835	34.11118042	44.11002438	46.85571229	50.78732896	49.66204125	48.72534167	49.94393813	39.47298229	40.59746854	404.2660179	318.9359666	0
A2	A	1111	23	43836	33.66399354	44.05835167	46.86116208	50.79690542	49.68914813	48.76950917	49.97177521	39.48532375	40.60417	403.900339	318.4968989	0
A2	A	1111	24	43837	33.37611375	43.99752917	46.85743375	50.78089667	49.70389979	48.79182167	49.99816938	39.49872938	40.60894771	403.6135413	318.1727107	0.2
A2	A	1111	25	43838	33.02477596	43.93498481	46.89475596	50.773715	49.70313173	48.80526192	49.96022615	39.51100846	40.61578423	403.2236442	317.7485946	0.2
A2	A	1111	26	43839	32.67780438	43.84541896	46.92559458	50.76982583	49.72013021	48.81282458	49.96083125	39.51141938	40.62368604	402.8475352	317.3225626	0
A2	A	1111	27	43840	32.30293813	43.73617146	46.96738021	50.759355	49.71736417	48.82201333	49.94055917	39.52319417	40.62408771	402.3930633	316.8252151	0
A2	A	1111	28	43841	31.84283563	43.59534917	47.02815813	50.75471813	49.72584917	48.83631521	49.94747792	39.52105354	40.63163667	401.8833936	316.2409393	0
A2	A	1111	29	43842	31.38539188	43.44392896	47.06841521	50.74753833	49.7216075	48.82376458	49.95005167	39.52803604	40.631945	401.3006792	315.6062652	0
A2	A	1111	30	43843	30.8722148	43.248174	47.099583	50.7312836	49.7250162	48.8341026	49.9592034	39.5313878	40.6387794	400.6397448	314.8818638	0
A2	A	1111	31	43844	30.11543708	43.03288938	47.10495271	50.71463875	49.70887833	48.82391375	49.92769	39.53837917	40.63208042	399.5988596	313.7958227	0
A2	A	1111	32	43845	29.49916229	42.87132438	47.16670542	50.7076125	49.72363542	48.79605083	49.93412292	39.53669854	40.63538333	398.8706956	312.9929553	0
A2	A	1111	33	43846	28.68856188	42.68215188	47.23757938	50.70432375	49.716995	48.81034375	49.92206	39.54673479	40.63511688	397.9438673	311.9695202	0
A2	A	1111	34	43847	27.769457	42.4286856	47.292769	50.6883728	49.697746	48.8100118	49.9176606	39.5459148	40.6386942	396.7893118	310.7243583	0
A2	A	1111	35	43848	29.28800146	42.24800854	47.52279938	50.81489667	49.76885792	48.83242583	49.92672604	39.54602125	40.63600792	398.583745	312.4349045	10.4
A2	A	1111	36	43849	34.53944125	42.57248479	47.36436708	50.70477208	49.71459604	48.79809354	49.90646063	39.54953583	40.63832917	403.7880804	318.1730777	0.2
A2	A	1111	37	43850	34.18099167	42.86727854	47.38890875	50.70641667	49.68969833	48.78030083	49.90099188	39.53669896	40.64047208	403.6917577	318.0774286	0
A2	A	1111	38	43851	32.99355902	42.19048961	46.45519843	49.6778298	48.69985314	47.80026471	48.90958824	38.74663059	39.82287824	395.2962918	311.3700482	0
A2	A	1111	39	43852	35.17719792	43.28557458	47.44929313	50.69191854	49.69836479	48.78948833	49.8956875	39.54087625	40.63761604	405.1660171	319.6279777	6.8
A2	A	1111	40	43853	37.82767958	45.23547979	48.02849208	51.18196104	50.37754292	49.12994313	50.50574771	39.68705208	40.64333	412.6172283	326.4421137	11
A2	A	1111	41	43854	39.23119583	46.57769271	48.76669438	51.63608333	50.66321271	49.22312167	50.56061125	39.68306625	40.64185604	416.9835342	330.3780713	9
A2	A	1111	42	43855	42.88952833	48.41123542	49.86234021	52.16263	51.53598083	50.02902188	51.04534813	39.81328542	40.69428542	426.4436556	338.867818	19.6
A2	A	1111	43	43856	38.04133479	46.7226275	50.67200021	52.33561063	51.64284563	50.24788917	51.69377521	40.05366917	40.79279896	422.2025513	333.4433037	0.2
A2	A	1111	44	43857	37.67764208	45.49549625	50.80487458	52.34581292	51.56570042	50.16480875	51.62007104	40.05377021	40.83975771	420.567934	331.7107301	0.2
A2	A	1111	45	43858	37.35419708	45.31266813	49.61050104	52.23935229	51.51707604	50.11989354	51.56692104	40.04754292	40.86131208	418.6294642	330.3121811	0
A2	A	1111	46	43859	37.16398979	45.21684708	48.84944	51.75353896	51.46924479	50.072925	51.51299396	40.04247979	40.86768042	416.9491398	329.1665823	0.2
A2	A	1111	47	43860	37.01253083	45.14450292	48.70193271	51.53922208	51.2402	50.04582229	51.49857125	40.04875875	40.87208667	416.1036275	328.5378562	0.2
A2	A	1111	48	43861	36.89720896	45.15216396	48.57612979	51.475535	51.12286792	50.07144833	51.55987646	40.06581938	40.86776792	415.7888177	328.3016455	0
A2	A	1111	49	43862	36.81989188	45.19235167	48.51134417	51.53226542	51.03082396	50.04730563	51.557905	40.06794563	40.87591708	415.6357504	328.1861441	0
A2	A	1111	50	43863	36.71575833	45.14144833	48.51237333	51.54645479	50.95572896	49.99076	51.48170021	40.0656675	40.87400292	415.2838944	327.8832561	0.2
A2	A	1111	51	43864	36.40261854	45.0714025	48.47328854	51.55188875	50.92746354	49.93513896	51.41668792	40.05696	40.86701167	414.7024604	327.3366438	0
A2	A	1111	52	43865	36.087035	44.95369958	48.43963167	51.55883438	50.89434708	49.91887479	51.39442917	40.05442875	40.86558625	414.1668667	326.8044796	0
